flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
1161,21,8,2,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1784,0.1749,45000,43500,1500,3.33
1162,21,9,1,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,3.1898,0.2132,54000,52500,1500,2.78
1163,21,9,2,q_r22_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,3.1898,0.0264,7500,7500,0,0.00
1164,21,9,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,3.1898,2.9502,738000,738000,0,0.00
1165,21,10,0,q_r22_r11,0.0214,0.0212,6000,6000,0,0.00
1166,21,11,0,q_r22_r15 | q_r15_r12,5.9415,2.3142,579000,171000,408000,70.47
1167,21,11,1,q_r22_r19 | q_r19_r5 | q_r5_r13 | q_r13_r12,5.9415,0.2028,51000,7500,43500,85.29
1168,21,11,2,q_r22_r15 | q_r15_r5 | q_r5_r13 | q_r13_r12,5.9415,3.2402,811500,123000,688500,84.84
1169,21,11,3,q_r22_r7 | q_r7_r3 | q_r3_r13 | q_r13_r12,5.9415,0.1844,46500,7500,39000,83.87
1170,21,12,2,q_r22_r18 | q_r18_r6 | q_r6_r13,1.3159,0.0399,10500,10500,0,0.00
1171,21,12,3,q_r22_r7 | q_r7_r6 | q_r6_r13,1.3159,1.2691,318000,318000,0,0.00
1172,21,13,0,q_r22_r7 | q_r7_r14,121.4069,48.0573,12015000,12013500,1500,0.01
1173,21,13,1,q_r22_r15 | q_r15_r2 | q_r2_r14,121.4069,42.4451,10612500,10611000,1500,0.01
1174,21,13,2,q_r22_r7 | q_r7_r2 | q_r2_r14,121.4069,28.8301,7209000,7207500,1500,0.02
1175,21,13,3,q_r22_r19 | q_r19_r5 | q_r5_r7 | q_r7_r14,121.4069,2.0744,519000,519000,0,0.00
1176,21,14,0,q_r22_r15,295.9318,295.9317,73983000,73983000,0,0.00
1177,21,15,0,q_r22_r16,32.8676,32.8089,8203500,8203500,0,0.00
1178,21,15,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r16,32.8676,0.0586,15000,15000,0,0.00
1179,21,16,0,q_r22_r19 | q_r19_r17,4.7203,4.7199,1180500,1180500,0,0.00
1180,21,17,0,q_r22_r18,225.2239,197.5627,49392000,49390500,1500,0.00
1181,21,17,1,q_r22_r7 | q_r7_r6 | q_r6_r18,225.2239,27.6168,6904500,6904500,0,0.00
1182,21,17,3,q_r22_r7 | q_r7_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,225.2239,0.0398,10500,9000,1500,14.29
1183,21,18,0,q_r22_r19,719.7181,719.7100,179928000,179926500,1500,0.00
1184,21,19,1,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,2.3207,0.8605,216000,216000,0,0.00
1185,21,19,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,2.3207,1.4532,364500,363000,1500,0.41
1186,21,20,0,q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,0.0874,0.0150,4500,4500,0,0.00
1187,21,20,2,q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r21,0.0874,0.0723,19500,19500,0,0.00
